action_id,constituent_id,action_number,category,action_date,summary,fundraiser_id,days_since
2810,335,10,Phone Call,2023-04-25,Confirmed meeting time,4,1123
2811,335,11,Event Attendance,2022-10-11,President's dinner,4,1319
2812,335,12,Email,2022-09-24,Annual fund solicitation,4,1336
2813,336,1,Site Visit,2025-07-17,Lab walkthrough with faculty,4,309
2814,336,2,Proposal Submitted,2025-04-11,Presented $500K naming proposal,4,406
2815,336,3,Site Visit,2024-08-11,Met scholarship recipient,4,649
2816,336,4,Event Attendance,2024-02-18,Campaign kickoff event,4,824
2817,336,5,Proposal Submitted,2024-01-30,Submitted pledge renewal proposal,4,843
2818,336,6,Meeting,2023-03-01,Campus visit scheduled,4,1178
2819,336,7,Meeting,2022-10-16,Lunch at faculty club,4,1314
2820,337,1,Meeting,2026-05-04,Stewardship dinner,4,18
2821,337,2,Meeting,2026-04-08,Stewardship dinner,4,44
2822,338,1,Phone Call,2025-07-17,Call re: event invitation,4,309
2823,338,2,Meeting,2025-04-01,Stewardship dinner,4,416
2824,339,1,Site Visit,2025-10-26,Toured new building,4,208
2825,339,2,Event Attendance,2025-07-14,Commencement ceremony,4,312
2826,339,3,Phone Call,2025-06-28,Called to share impact story,4,328
2827,339,4,Event Attendance,2025-06-21,Athletic event in donor suite,4,335
2828,339,5,Proposal Submitted,2025-05-28,Delivered $100K endowment proposal,4,359
2829,339,6,Proposal Submitted,2024-10-05,Delivered naming opportunity packet,4,594
2830,339,7,Phone Call,2024-09-07,Solicitation follow-up,4,622
2831,339,8,Proposal Submitted,2024-08-13,Presented $500K naming proposal,4,647
2832,339,9,Site Visit,2024-06-27,Toured new building,4,694
2833,339,10,Meeting,2023-11-19,Office visit,4,915
2834,339,11,Site Visit,2023-09-22,Campus tour with family,4,973
2835,339,12,Site Visit,2023-03-28,Campus tour with family,4,1151
2836,339,13,Phone Call,2023-02-12,Check-in call,4,1195
2837,339,14,Event Attendance,2022-06-11,Advisory board meeting,4,1441
2838,340,1,Meeting,2025-05-14,Initial in-person meeting,4,373
2839,340,2,Proposal Submitted,2023-11-17,Presented $50K annual fund proposal,4,917
2840,340,3,Email,2023-03-07,Sent thank-you note,4,1172
2841,340,4,Meeting,2023-02-09,Stewardship dinner,4,1198
2842,341,1,Phone Call,2025-10-06,Introduced new initiative,4,228
2843,341,2,Email,2025-08-18,Event invitation,4,277
2844,341,3,Email,2025-07-19,Annual fund solicitation,4,307
2845,341,4,Site Visit,2025-05-24,Toured new building,4,363
2846,341,5,Event Attendance,2024-09-14,Commencement ceremony,4,615
2847,341,6,Phone Call,2024-03-06,Introduced new initiative,4,807
2848,341,7,Email,2022-11-20,Shared news article of interest,4,1279
2849,341,8,Event Attendance,2022-08-21,Regional club event,4,1370
2850,341,9,Event Attendance,2022-08-03,Attended gala,4,1388
2851,342,1,Meeting,2025-06-14,Campus visit scheduled,4,342
2852,342,2,Phone Call,2024-08-07,Call re: event invitation,4,653
2853,343,1,Email,2026-02-28,Sent birthday greeting,4,83
2854,343,2,Meeting,2025-12-08,Office visit,4,165
2855,343,3,Event Attendance,2024-11-09,Attended gala,4,559
2856,343,4,Proposal Submitted,2024-06-29,Presented $50K annual fund proposal,4,692
2857,343,5,Meeting,2023-12-17,Discovery meeting,4,887
2858,343,6,Site Visit,2023-11-14,Lab walkthrough with faculty,4,920
2859,343,7,Site Visit,2023-10-26,Campus tour with family,4,939
2860,343,8,Site Visit,2022-09-15,Toured new building,4,1345
2861,343,9,Proposal Submitted,2022-09-09,Submitted pledge renewal proposal,4,1351
2862,344,1,Phone Call,2024-07-03,Introduced new initiative,5,688
2863,344,2,Proposal Submitted,2024-06-20,Delivered $100K endowment proposal,5,701
2864,344,3,Event Attendance,2024-04-30,Alumni leadership weekend,5,752
2865,344,4,Site Visit,2024-04-13,Met scholarship recipient,5,769
2866,344,5,Email,2024-02-08,Event invitation,5,834
2867,344,6,Site Visit,2024-01-03,Arts center opening,5,870
2868,344,7,Meeting,2023-07-07,Campus visit scheduled,5,1050
2869,344,8,Email,2022-06-24,Sent birthday greeting,5,1428
2870,344,9,Meeting,2022-06-03,Coffee meeting downtown,5,1449
2871,345,1,Site Visit,2026-05-02,Arts center opening,5,20
2872,345,2,Email,2026-04-24,Event invitation,5,28
2873,345,3,Event Attendance,2026-01-08,Homecoming reception,5,134
2874,345,4,Meeting,2025-12-28,Year-end thank-you lunch,5,145
2875,345,5,Phone Call,2025-12-20,Left voicemail,5,153
2876,345,6,Proposal Submitted,2025-12-18,Submitted $250K scholarship proposal,5,155
2877,345,7,Phone Call,2025-11-24,Solicitation follow-up,5,179
2878,345,8,Proposal Submitted,2025-10-14,Submitted $250K scholarship proposal,5,220
2879,345,9,Meeting,2025-08-31,Discussed naming opportunity,5,264
2880,345,10,Proposal Submitted,2025-07-10,Presented $500K naming proposal,5,316
2881,345,11,Phone Call,2025-07-06,Check-in call,5,320
2882,345,12,Proposal Submitted,2025-05-24,Submitted $250K scholarship proposal,5,363
2883,345,13,Site Visit,2025-01-21,Met scholarship recipient,5,486
2884,345,14,Proposal Submitted,2025-01-09,Presented $50K annual fund proposal,5,498
2885,345,15,Phone Call,2024-06-22,Touched base on family news,5,699
2886,345,16,Phone Call,2024-04-17,Touched base on family news,5,765
2887,345,17,Event Attendance,2023-03-07,President's dinner,5,1172
2888,345,18,Site Visit,2023-02-13,Met scholarship recipient,5,1194
2889,345,19,Proposal Submitted,2022-12-04,Submitted pledge renewal proposal,5,1265
2890,345,20,Event Attendance,2022-11-16,Attended gala,5,1283
2891,346,1,Phone Call,2026-05-09,Call re: event invitation,5,13
2892,346,2,Phone Call,2025-12-10,Called to share impact story,5,163
2893,346,3,Event Attendance,2025-05-26,Alumni leadership weekend,5,361
2894,346,4,Proposal Submitted,2025-05-08,Submitted $250K scholarship proposal,5,379
2895,346,5,Proposal Submitted,2023-07-17,Delivered naming opportunity packet,5,1040
2896,347,1,Proposal Submitted,2025-06-23,Delivered naming opportunity packet,5,333
2897,347,2,Event Attendance,2025-05-03,Regional club event,5,384
2898,347,3,Event Attendance,2025-05-01,Commencement ceremony,5,386
2899,347,4,Event Attendance,2025-02-09,Regional club event,5,467
2900,347,5,Phone Call,2024-08-01,Confirmed meeting time,5,659
2901,347,6,Email,2024-03-04,Sent thank-you note,5,809
2902,348,1,Meeting,2026-05-07,Lunch at faculty club,5,15
2903,348,2,Site Visit,2026-01-09,Met scholarship recipient,5,133
2904,348,3,Proposal Submitted,2025-06-25,Submitted $250K scholarship proposal,5,331
2905,348,4,Event Attendance,2024-12-22,Commencement ceremony,5,516
2906,348,5,Meeting,2024-10-22,Campus visit scheduled,5,577
2907,348,6,Proposal Submitted,2023-05-31,Submitted $1M capital campaign proposal,5,1087
2908,348,7,Meeting,2022-09-18,Year-end thank-you lunch,5,1342
2909,348,8,Proposal Submitted,2022-07-22,Submitted $250K scholarship proposal,5,1400
2910,349,1,Event Attendance,2024-05-11,Homecoming reception,5,741
2911,349,2,Event Attendance,2023-02-02,Regional club event,5,1205
2912,349,3,Proposal Submitted,2022-07-27,Delivered naming opportunity packet,5,1395
2913,349,4,Email,2022-06-22,Forwarded dean's letter,5,1430
2914,350,1,Email,2026-02-23,Updated on campaign progress,5,88
2915,350,2,Site Visit,2025-06-06,Campus tour with family,5,350
2916,350,3,Email,2025-04-27,Updated on campaign progress,5,390
2917,350,4,Site Visit,2025-02-08,Visited endowed professorship,5,468
2918,350,5,Site Visit,2024-09-14,Campus tour with family,5,615
2919,350,6,Phone Call,2024-08-18,Discussed pledge payment,5,642
2920,350,7,Proposal Submitted,2024-04-23,Delivered naming opportunity packet,5,759
2921,350,8,Site Visit,2023-09-11,Campus tour with family,5,984
2922,350,9,Meeting,2023-08-24,Office visit,5,1002
2923,350,10,Email,2023-08-02,Updated on campaign progress,5,1024
2924,350,11,Proposal Submitted,2023-04-29,Presented $500K naming proposal,5,1119
2925,350,12,Site Visit,2023-02-04,Met scholarship recipient,5,1203
2926,350,13,Meeting,2022-07-07,Discussed naming opportunity,5,1415
2927,351,1,Email,2026-04-18,Shared news article of interest,5,34
2928,351,2,Phone Call,2026-04-07,Touched base on family news,5,45
2929,351,3,Event Attendance,2025-11-08,Athletic event in donor suite,5,195
2930,351,4,Site Visit,2025-07-19,Campus tour with family,5,307
2931,351,5,Phone Call,2025-07-16,Touched base on family news,5,310
2932,351,6,Proposal Submitted,2025-07-01,Submitted $250K scholarship proposal,5,325
2933,351,7,Email,2025-06-02,Event invitation,5,354
2934,351,8,Meeting,2025-05-10,Stewardship dinner,5,377
2935,351,9,Proposal Submitted,2025-04-11,Submitted $1M capital campaign proposal,5,406
2936,351,10,Event Attendance,2025-03-03,Regional club event,5,445
2937,351,11,Phone Call,2024-11-13,Left voicemail,5,555
2938,351,12,Event Attendance,2024-09-07,Athletic event in donor suite,5,622
2939,351,13,Phone Call,2024-06-30,Confirmed meeting time,5,691
2940,351,14,Site Visit,2024-03-11,Toured new building,5,802
2941,351,15,Email,2024-03-09,Holiday greeting,5,804
2942,351,16,Email,2023-09-27,Proposal follow-up email,5,968
2943,351,17,Proposal Submitted,2023-08-07,Presented $50K annual fund proposal,5,1019
2944,351,18,Site Visit,2023-04-22,Athletic facility tour,5,1126
2945,351,19,Meeting,2023-01-23,Met spouse for first time,5,1215
2946,351,20,Phone Call,2022-09-04,Called to share impact story,5,1356
2947,352,1,Proposal Submitted,2024-06-22,Delivered naming opportunity packet,5,699
2948,352,2,Phone Call,2024-04-17,Introduced new initiative,5,765
2949,353,1,Email,2026-04-15,Sent birthday greeting,5,37
2950,353,2,Email,2026-01-12,Annual fund solicitation,5,130
2951,353,3,Email,2025-03-19,Shared news article of interest,5,429
2952,353,4,Phone Call,2025-01-28,Introduced new initiative,5,479
2953,353,5,Proposal Submitted,2025-01-02,Presented $50K annual fund proposal,5,505
2954,353,6,Phone Call,2024-08-19,Brief check-in,5,641
2955,353,7,Event Attendance,2024-07-22,Alumni leadership weekend,5,669
2956,353,8,Phone Call,2024-04-24,Touched base on family news,5,758
2957,353,9,Event Attendance,2024-01-18,Athletic event in donor suite,5,855
2958,353,10,Meeting,2023-11-18,Stewardship dinner,5,916
2959,353,11,Event Attendance,2023-09-25,Homecoming reception,5,970
2960,353,12,Site Visit,2023-09-19,Visited endowed professorship,5,976
2961,353,13,Phone Call,2022-10-31,Brief check-in,5,1299
2962,353,14,Email,2022-07-12,Event invitation,5,1410
2963,354,1,Proposal Submitted,2026-01-21,Submitted $250K scholarship proposal,5,121
2964,354,2,Email,2026-01-04,Sent thank-you note,5,138
2965,354,3,Event Attendance,2025-08-01,Athletic event in donor suite,5,294
2966,354,4,Event Attendance,2025-04-21,President's dinner,5,396
2967,354,5,Email,2025-02-18,Sent thank-you note,5,458
2968,354,6,Site Visit,2025-01-01,Met scholarship recipient,5,506
2969,354,7,Event Attendance,2024-11-23,Campaign kickoff event,5,545
2970,354,8,Phone Call,2024-11-02,Left voicemail,5,566
2971,354,9,Event Attendance,2024-05-06,Homecoming reception,5,746
2972,354,10,Email,2024-03-15,Sent impact report,5,798
2973,354,11,Proposal Submitted,2023-11-13,Presented $500K naming proposal,5,921
2974,354,12,Event Attendance,2023-10-17,Campaign kickoff event,5,948
2975,354,13,Email,2023-09-24,Shared news article of interest,5,971
2976,354,14,Site Visit,2023-08-20,Campus tour with family,5,1006
2977,354,15,Proposal Submitted,2023-01-03,Delivered naming opportunity packet,5,1235
2978,354,16,Meeting,2022-05-25,Discovery meeting,5,1458
2979,355,1,Meeting,2026-03-31,Campus visit scheduled,5,52
2980,355,2,Proposal Submitted,2025-07-30,Delivered naming opportunity packet,5,296
2981,355,3,Site Visit,2025-03-29,Toured new building,5,419
2982,355,4,Email,2024-09-22,Forwarded dean's letter,5,607
2983,356,1,Event Attendance,2025-07-04,Athletic event in donor suite,5,322
2984,356,2,Email,2024-03-30,Event invitation,5,783
2985,356,3,Email,2023-11-19,Forwarded dean's letter,5,915
2986,356,4,Email,2023-04-10,Shared news article of interest,5,1138
2987,356,5,Proposal Submitted,2022-11-17,Presented $50K annual fund proposal,5,1282
2988,357,1,Phone Call,2026-04-17,Introduced new initiative,5,35
2989,357,2,Proposal Submitted,2026-02-03,Submitted $1M capital campaign proposal,5,108
2990,357,3,Event Attendance,2025-09-10,Attended gala,5,254
2991,357,4,Proposal Submitted,2025-08-31,Submitted $1M capital campaign proposal,5,264
2992,357,5,Proposal Submitted,2025-06-22,Delivered $100K endowment proposal,5,334
2993,357,6,Site Visit,2024-10-15,Lab walkthrough with faculty,5,584
2994,357,7,Email,2024-07-29,Annual fund solicitation,5,662
2995,357,8,Meeting,2024-07-22,Campus visit scheduled,5,669
2996,357,9,Email,2024-04-26,Sent thank-you note,5,756
2997,357,10,Event Attendance,2023-09-17,Attended gala,5,978
2998,357,11,Event Attendance,2023-04-16,Attended gala,5,1132
2999,357,12,Proposal Submitted,2023-02-05,Submitted pledge renewal proposal,5,1202
3000,358,1,Phone Call,2026-01-11,Left voicemail,5,131
3001,358,2,Meeting,2026-01-02,Stewardship dinner,5,140
3002,358,3,Email,2025-10-24,Sent thank-you note,5,210
3003,358,4,Meeting,2025-08-08,Discussed naming opportunity,5,287
3004,358,5,Email,2025-07-15,Event invitation,5,311
3005,358,6,Site Visit,2023-08-08,Campus tour with family,5,1018
3006,358,7,Event Attendance,2023-06-16,Attended gala,5,1071
3007,359,1,Email,2025-11-19,Shared news article of interest,5,184
3008,359,2,Phone Call,2025-09-27,Check-in call,5,237
3009,359,3,Proposal Submitted,2025-07-08,Submitted pledge renewal proposal,5,318
3010,359,4,Event Attendance,2025-06-30,Attended gala,5,326
3011,359,5,Meeting,2025-03-23,Campus visit scheduled,5,425
3012,359,6,Proposal Submitted,2024-03-02,Presented $500K naming proposal,5,811
3013,359,7,Site Visit,2024-01-20,Toured new building,5,853
3014,359,8,Meeting,2023-11-15,Met at alumni event,5,919
3015,359,9,Phone Call,2023-04-25,Discussed pledge payment,5,1123
3016,359,10,Phone Call,2022-10-15,Called to share impact story,5,1315
3017,359,11,Email,2022-06-29,Sent thank-you note,5,1423
3018,360,1,Site Visit,2022-10-30,Toured new building,5,1300
3019,360,2,Event Attendance,2022-08-18,Regional club event,5,1373
3020,361,1,Phone Call,2026-04-03,Left voicemail,5,49
3021,361,2,Event Attendance,2026-03-09,Athletic event in donor suite,5,74
3022,361,3,Meeting,2026-02-28,Stewardship dinner,5,83
3023,361,4,Proposal Submitted,2026-01-02,Submitted $250K scholarship proposal,5,140
3024,361,5,Event Attendance,2025-04-07,Advisory board meeting,5,410
3025,361,6,Event Attendance,2024-01-23,President's dinner,5,850
3026,361,7,Site Visit,2023-04-21,Lab walkthrough with faculty,5,1127
3027,361,8,Phone Call,2023-01-30,Called to share impact story,5,1208
3028,361,9,Meeting,2022-08-19,Campus visit scheduled,5,1372
3029,361,10,Proposal Submitted,2022-06-24,Presented $50K annual fund proposal,5,1428
3030,362,1,Email,2024-11-23,Sent birthday greeting,5,545
3031,362,2,Site Visit,2023-04-08,Lab walkthrough with faculty,5,1140
3032,363,1,Proposal Submitted,2025-09-19,Delivered $100K endowment proposal,5,245
3033,363,2,Site Visit,2025-04-16,Toured new building,5,401
3034,363,3,Site Visit,2024-12-13,Athletic facility tour,5,525
3035,363,4,Proposal Submitted,2024-12-04,Submitted pledge renewal proposal,5,534
3036,363,5,Event Attendance,2024-07-21,Commencement ceremony,5,670
3037,363,6,Phone Call,2024-07-05,Discussed pledge payment,5,686
3038,363,7,Meeting,2024-03-08,Coffee meeting downtown,5,805
3039,363,8,Site Visit,2022-12-24,Visited endowed professorship,5,1245
3040,364,1,Proposal Submitted,2025-04-07,Submitted pledge renewal proposal,5,410
3041,364,2,Phone Call,2025-03-26,Brief check-in,5,422
3042,364,3,Email,2024-09-17,Sent thank-you note,5,612
3043,364,4,Site Visit,2023-03-11,Toured new building,5,1168
3044,365,1,Event Attendance,2026-04-26,President's dinner,5,26
3045,365,2,Site Visit,2026-04-03,Campus tour with family,5,49
3046,365,3,Event Attendance,2025-05-16,Regional club event,5,371
3047,365,4,Proposal Submitted,2025-03-25,Delivered naming opportunity packet,5,423
3048,365,5,Phone Call,2025-03-04,Solicitation follow-up,5,444
3049,365,6,Event Attendance,2025-03-03,Homecoming reception,5,445
3050,365,7,Meeting,2025-02-05,Coffee meeting downtown,5,471
3051,365,8,Event Attendance,2024-12-21,Attended gala,5,517
3052,365,9,Meeting,2024-08-25,Discovery meeting,5,635
3053,365,10,Meeting,2024-07-20,Discovery meeting,5,671
3054,365,11,Site Visit,2024-07-07,Campus tour with family,5,684
3055,365,12,Proposal Submitted,2024-03-17,Presented $50K annual fund proposal,5,796
3056,365,13,Phone Call,2024-03-12,Solicitation follow-up,5,801
3057,365,14,Meeting,2023-10-27,Stewardship dinner,5,938
3058,365,15,Phone Call,2023-08-02,Left voicemail,5,1024
3059,365,16,Site Visit,2023-07-10,Arts center opening,5,1047
3060,365,17,Email,2023-03-18,Event invitation,5,1161
3061,365,18,Email,2022-11-16,Updated on campaign progress,5,1283
3062,366,1,Meeting,2026-04-06,Lunch at faculty club,5,46
3063,366,2,Meeting,2026-03-20,Year-end thank-you lunch,5,63
3064,366,3,Phone Call,2026-03-11,Touched base on family news,5,72
3065,366,4,Event Attendance,2025-09-18,Campaign kickoff event,5,246
3066,366,5,Email,2025-09-17,Proposal follow-up email,5,247
3067,366,6,Meeting,2025-08-04,Year-end thank-you lunch,5,291
3068,366,7,Event Attendance,2025-05-29,Athletic event in donor suite,5,358
3069,366,8,Meeting,2025-03-28,Year-end thank-you lunch,5,420
3070,366,9,Proposal Submitted,2024-11-29,Presented $500K naming proposal,5,539
3071,366,10,Phone Call,2024-09-19,Solicitation follow-up,5,610
3072,366,11,Site Visit,2024-09-10,Arts center opening,5,619
3073,366,12,Site Visit,2023-10-29,Toured new building,5,936
3074,366,13,Meeting,2023-09-19,Initial in-person meeting,5,976
3075,366,14,Site Visit,2022-10-26,Visited endowed professorship,5,1304
3076,366,15,Site Visit,2022-07-25,Campus tour with family,5,1397
3077,367,1,Email,2026-04-24,Proposal follow-up email,5,28
3078,367,2,Proposal Submitted,2026-02-20,Submitted $1M capital campaign proposal,5,91
3079,367,3,Phone Call,2026-01-12,Call re: event invitation,5,130
3080,367,4,Meeting,2023-02-25,Campus visit scheduled,5,1182
3081,367,5,Email,2022-09-15,Shared news article of interest,5,1345
3082,368,1,Proposal Submitted,2026-05-18,Delivered naming opportunity packet,5,4
3083,368,2,Proposal Submitted,2026-02-20,Submitted $250K scholarship proposal,5,91
3084,368,3,Email,2025-02-01,Sent thank-you note,5,475
3085,368,4,Meeting,2023-12-12,Met spouse for first time,5,892
3086,368,5,Email,2023-11-16,Forwarded dean's letter,5,918
3087,368,6,Site Visit,2023-08-25,Athletic facility tour,5,1001
3088,368,7,Phone Call,2023-04-03,Introduced new initiative,5,1145
3089,368,8,Proposal Submitted,2023-03-25,Delivered $100K endowment proposal,5,1154
3090,368,9,Proposal Submitted,2022-09-28,Presented $50K annual fund proposal,5,1332
3091,368,10,Event Attendance,2022-07-09,President's dinner,5,1413
3092,368,11,Email,2022-06-12,Sent thank-you note,5,1440
3093,369,1,Site Visit,2025-07-23,Arts center opening,5,303
3094,369,2,Event Attendance,2025-05-30,Commencement ceremony,5,357
3095,369,3,Email,2024-09-30,Updated on campaign progress,5,599
3096,369,4,Meeting,2024-06-09,Met spouse for first time,5,712
3097,369,5,Email,2024-04-19,Holiday greeting,5,763
3098,369,6,Email,2024-02-19,Sent thank-you note,5,823
3099,369,7,Proposal Submitted,2023-10-07,Submitted $1M capital campaign proposal,5,958
3100,369,8,Site Visit,2023-02-18,Visited endowed professorship,5,1189
3101,369,9,Event Attendance,2022-08-13,President's dinner,5,1378
3102,370,1,Phone Call,2024-06-17,Brief check-in,5,704
3103,370,2,Email,2023-07-19,Sent birthday greeting,5,1038
3104,370,3,Proposal Submitted,2022-11-18,Delivered naming opportunity packet,5,1281
3105,371,1,Meeting,2025-12-05,Follow-up meeting re: proposal,5,168
3106,371,2,Event Attendance,2025-08-09,Attended gala,5,286
3107,371,3,Event Attendance,2025-03-26,Homecoming reception,5,422
3108,371,4,Event Attendance,2024-03-01,Attended gala,5,812
3109,371,5,Email,2024-01-14,Sent birthday greeting,5,859
3110,371,6,Proposal Submitted,2023-03-04,Presented $500K naming proposal,5,1175
3111,371,7,Proposal Submitted,2022-07-02,Presented $500K naming proposal,5,1420
3112,372,1,Proposal Submitted,2025-10-16,Submitted pledge renewal proposal,5,218
3113,372,2,Site Visit,2025-09-24,Lab walkthrough with faculty,5,240
3114,372,3,Proposal Submitted,2025-02-27,Delivered naming opportunity packet,5,449
3115,372,4,Phone Call,2025-02-13,Check-in call,5,463
3116,372,5,Event Attendance,2024-07-24,Homecoming reception,5,667
3117,372,6,Site Visit,2024-07-05,Lab walkthrough with faculty,5,686
3118,372,7,Meeting,2024-06-01,Year-end thank-you lunch,5,720
3119,372,8,Email,2024-04-17,Shared news article of interest,5,765
3120,372,9,Site Visit,2024-03-08,Met scholarship recipient,5,805
3121,372,10,Phone Call,2024-03-04,Called to share impact story,5,809
3122,372,11,Proposal Submitted,2024-02-06,Submitted $250K scholarship proposal,5,836
3123,372,12,Phone Call,2023-08-24,Check-in call,5,1002
3124,372,13,Meeting,2023-06-15,Coffee meeting downtown,5,1072
3125,372,14,Email,2023-04-24,Event invitation,5,1124
3126,372,15,Phone Call,2023-02-25,Discussed pledge payment,5,1182
3127,372,16,Proposal Submitted,2022-09-14,Submitted $250K scholarship proposal,5,1346
3128,372,17,Meeting,2022-07-13,Discovery meeting,5,1409
3129,372,18,Site Visit,2022-05-29,Toured new building,5,1454
3130,373,1,Event Attendance,2026-04-30,Athletic event in donor suite,5,22
3131,373,2,Proposal Submitted,2025-03-21,Presented $50K annual fund proposal,5,427
3132,373,3,Event Attendance,2024-09-14,Attended gala,5,615
3133,373,4,Proposal Submitted,2024-09-06,Submitted $1M capital campaign proposal,5,623
3134,373,5,Meeting,2024-06-18,Initial in-person meeting,5,703
3135,373,6,Email,2024-05-19,Sent thank-you note,5,733
3136,373,7,Meeting,2024-04-14,Discovery meeting,5,768
3137,373,8,Proposal Submitted,2024-03-18,Submitted $1M capital campaign proposal,5,795
3138,373,9,Site Visit,2024-02-16,Visited endowed professorship,5,826
3139,373,10,Event Attendance,2023-12-26,Homecoming reception,5,878
3140,373,11,Site Visit,2023-01-14,Arts center opening,5,1224
3141,373,12,Event Attendance,2022-11-30,Advisory board meeting,5,1269
3142,373,13,Proposal Submitted,2022-09-05,Submitted $1M capital campaign proposal,5,1355
3143,373,14,Meeting,2022-06-22,Discussed naming opportunity,5,1430
3144,374,1,Meeting,2025-11-25,Lunch at faculty club,5,178
3145,374,2,Phone Call,2024-12-21,Solicitation follow-up,5,517
3146,374,3,Site Visit,2023-09-22,Campus tour with family,5,973
3147,374,4,Proposal Submitted,2023-08-27,Delivered $100K endowment proposal,5,999
3148,374,5,Phone Call,2023-05-04,Brief check-in,5,1114
3149,375,1,Phone Call,2026-04-30,Brief check-in,5,22
3150,375,2,Proposal Submitted,2026-03-12,Delivered naming opportunity packet,5,71
3151,375,3,Meeting,2025-11-08,Follow-up meeting re: proposal,5,195
3152,375,4,Site Visit,2025-03-04,Toured new building,5,444
3153,375,5,Event Attendance,2024-08-25,President's dinner,5,635
3154,375,6,Site Visit,2024-07-29,Met scholarship recipient,5,662
3155,375,7,Proposal Submitted,2024-02-01,Presented $50K annual fund proposal,5,841
3156,375,8,Site Visit,2023-11-09,Visited endowed professorship,5,925
3157,375,9,Event Attendance,2023-04-16,Attended gala,5,1132
3158,375,10,Email,2022-12-12,Annual fund solicitation,5,1257
3159,375,11,Meeting,2022-07-21,Year-end thank-you lunch,5,1401
3160,375,12,Event Attendance,2022-06-10,Athletic event in donor suite,5,1442
3161,376,1,Phone Call,2026-03-01,Solicitation follow-up,5,82
3162,376,2,Phone Call,2025-10-09,Touched base on family news,5,225
3163,376,3,Site Visit,2025-06-22,Lab walkthrough with faculty,5,334
3164,376,4,Meeting,2024-10-04,Discussed naming opportunity,5,595
3165,376,5,Proposal Submitted,2024-09-28,Delivered naming opportunity packet,5,601
3166,376,6,Proposal Submitted,2024-07-12,Presented $500K naming proposal,5,679
3167,376,7,Site Visit,2023-12-30,Toured new building,5,874
3168,376,8,Email,2023-11-08,Holiday greeting,5,926
3169,376,9,Phone Call,2023-01-06,Introduced new initiative,5,1232
3170,376,10,Proposal Submitted,2022-07-15,Presented $50K annual fund proposal,5,1407
3171,377,1,Meeting,2025-10-26,Initial in-person meeting,5,208
3172,377,2,Site Visit,2025-09-26,Met scholarship recipient,5,238
3173,377,3,Proposal Submitted,2025-08-24,Submitted $1M capital campaign proposal,5,271
3174,377,4,Meeting,2025-08-09,Year-end thank-you lunch,5,286
3175,377,5,Event Attendance,2025-06-19,Advisory board meeting,5,337
3176,377,6,Proposal Submitted,2025-02-07,Presented $50K annual fund proposal,5,469
3177,377,7,Meeting,2023-11-23,Discussed naming opportunity,5,911
3178,377,8,Site Visit,2023-03-26,Toured new building,5,1153
3179,377,9,Email,2022-12-29,Updated on campaign progress,5,1240
3180,377,10,Event Attendance,2022-06-16,Commencement ceremony,5,1436
3181,378,1,Meeting,2026-01-08,Discovery meeting,5,134
3182,379,1,Proposal Submitted,2026-04-02,Presented $50K annual fund proposal,5,50
3183,379,2,Email,2025-11-26,Sent birthday greeting,5,177
3184,379,3,Email,2025-09-16,Forwarded dean's letter,5,248
3185,379,4,Meeting,2025-08-13,Campus visit scheduled,5,282
3186,379,5,Phone Call,2025-06-24,Brief check-in,5,332
3187,379,6,Site Visit,2025-05-04,Toured new building,5,383
3188,379,7,Event Attendance,2025-04-14,Attended gala,5,403
3189,379,8,Phone Call,2025-01-08,Left voicemail,5,499
3190,379,9,Phone Call,2024-05-19,Call re: event invitation,5,733
3191,379,10,Phone Call,2024-02-20,Confirmed meeting time,5,822
3192,379,11,Meeting,2023-11-20,Stewardship dinner,5,914
3193,379,12,Meeting,2023-09-22,Follow-up meeting re: proposal,5,973
3194,379,13,Meeting,2023-07-18,Lunch at faculty club,5,1039
3195,379,14,Event Attendance,2023-03-10,Regional club event,5,1169
3196,379,15,Event Attendance,2022-08-29,Campaign kickoff event,5,1362
3197,380,1,Email,2025-08-14,Shared news article of interest,5,281
3198,380,2,Site Visit,2024-09-07,Visited endowed professorship,5,622
3199,381,1,Site Visit,2025-10-31,Athletic facility tour,5,203
3200,381,2,Proposal Submitted,2025-06-02,Submitted pledge renewal proposal,5,354
3201,381,3,Event Attendance,2025-04-30,Homecoming reception,5,387
3202,381,4,Phone Call,2025-03-09,Discussed pledge payment,5,439
3203,381,5,Event Attendance,2023-09-22,President's dinner,5,973
3204,381,6,Meeting,2023-09-15,Initial in-person meeting,5,980
3205,381,7,Event Attendance,2023-09-14,Homecoming reception,5,981
3206,381,8,Event Attendance,2022-08-31,President's dinner,5,1360
3207,382,1,Site Visit,2026-01-19,Toured new building,5,123
3208,382,2,Email,2025-02-14,Updated on campaign progress,5,462
3209,382,3,Meeting,2024-11-30,Met at alumni event,5,538
3210,382,4,Proposal Submitted,2024-05-11,Submitted pledge renewal proposal,5,741
3211,382,5,Email,2024-02-09,Updated on campaign progress,5,833
3212,382,6,Site Visit,2024-01-26,Athletic facility tour,5,847
3213,382,7,Phone Call,2022-11-17,Discussed pledge payment,5,1282
3214,382,8,Site Visit,2022-11-15,Athletic facility tour,5,1284
3215,383,1,Event Attendance,2025-07-03,Regional club event,5,323
3216,383,2,Site Visit,2025-01-12,Visited endowed professorship,5,495
3217,383,3,Meeting,2024-02-09,Discussed naming opportunity,5,833
3218,383,4,Event Attendance,2023-01-11,Attended gala,5,1227
